Chl_a(mg/L),SST(øC),salinity(ppt),Wind_Speed_Era5(m/s),Wind_direction_ERA5(degree of north),TP(mm),STD:200KM,STD:100KM,STD_SST_12months,STD_SST_6months(øC),salinty_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_month_Status
0.55601,30.18,17598.33333,2.65148648,117.8086449,0.00012,0.5611,0.3003,3.428465679,1.255168481,332.9906602,NON_BLOOM,0.2608,0.92962,NON_BLOOM
0.92962,27.845,17656.13793,1.625533536,126.66528,0.00066,0.4854,0.331,3.428816887,1.482984041,220.1222474,NON_BLOOM,0.1544,1.4152,NON_BLOOM
1.4152,24.995,17264.66667,2.643169619,-131.586979,0.00002,0.8314,0.8941,3.427505243,2.584138719,155.1009577,NON_BLOOM,-0.0627,4.20058,NON_BLOOM
4.20058,23.065,16977.56667,1.098008743,67.16813939,0.00021,0.79,0.7537,3.475042041,3.214692075,234.2252169,NON_BLOOM,0.0363,1.32416,NON_BLOOM
1.32416,21.97,16980.78571,1.069622492,73.66094777,0.001,0.7152,0.6492,3.541071126,3.535144288,269.1477054,NON_BLOOM,0.066,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.91573,
0.91573,31.885,17623.06897,2.824666978,62.39238031,0,0.6405,0.4687,3.835853044,2.77611339,400.3211804,NON_BLOOM,0.1718,0.74657,NON_BLOOM
0.74657,30.83,17769.03333,1.347273065,65.52067815,0.00014,0.5443,0.4592,3.878625253,1.638269963,365.1988621,NON_BLOOM,0.0851,1.0073,NON_BLOOM
1.0073,28.24,17615.2069,0.328357047,20.01637173,0.00092,0.4823,0.3471,3.883203592,1.360054125,233.5763444,NON_BLOOM,0.1352,1.37997,NON_BLOOM
1.37997,25.315,16905.46667,1.451392495,-145.8664006,0.00191,0.6246,0.5971,3.866842399,2.531033084,283.5985495,NON_BLOOM,0.0275,1.2573,NON_BLOOM
1.2573,23.185,17317.30769,1.210467272,24.12689604,0.00067,0.839,0.8289,3.855379809,3.349751235,290.0041162,NON_BLOOM,0.0101,1.1398,NON_BLOOM
1.1398,22.915,17418.5,2.428480002,36.86486929,0.00075,0.4115,0.3458,3.748653346,3.514910699,280.9815814,NON_BLOOM,0.0657,2.85701,NON_BLOOM
2.85701,23.8,17064.89474,3.222179026,35.79833116,0.00001,0.4749,0.3802,3.524640323,2.904220229,297.3674032,NON_BLOOM,0.0947,1.16149,NON_BLOOM
1.16149,24.965,16826,2.963613345,138.5803544,0.00143,0.6558,0.5159,3.51849782,1.791806971,282.3466783,NON_BLOOM,0.1399,1.28639,NON_BLOOM
1.28639,26.97,16896.85185,2.608488943,110.4964104,0,0.9483,0.8854,3.524946119,1.39696397,223.3134361,NON_BLOOM,0.0629,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.32569,
0.32569,31.135,17588.06897,4.614489356,71.11713643,0.00001,0.9767,0.7585,3.273377142,2.934790831,246.7191716,NON_BLOOM,0.2182,0.43697,NON_BLOOM
0.43697,30.51,17644.58621,3.880635106,51.26650326,0,0.724,0.5508,3.140742653,2.328122754,316.0649112,NON_BLOOM,0.1732,1.0468,NON_BLOOM
1.0468,29.695,17785.96667,2.629998608,154.1060078,0,0.5986,0.4734,3.052721691,1.393661245,328.4313905,NON_BLOOM,0.1252,1.43384,NON_BLOOM
1.43384,27.275,17504.32143,0.890198755,149.872567,0.00202,0.7267,0.4645,3.040464232,1.286187573,255.1857911,NON_BLOOM,0.2622,3.4815,NON_BLOOM
3.4815,24.955,17444.76667,1.135511527,-102.7300548,0.00007,0.3249,0.2531,3.061143209,2.231448832,185.1341137,NON_BLOOM,0.0718,1.70044,NON_BLOOM
1.70044,22.45,17279.43333,1.433531749,-126.518138,0.00215,0.7168,0.7749,3.147460837,3.13443509,159.1526169,NON_BLOOM,-0.0581,1.47583,NON_BLOOM
1.47583,22.065,17054.55556,0.717564679,-140.7146207,0.00104,0.6873,0.6225,3.250124891,3.282455466,237.751247,NON_BLOOM,0.0648,6.03292,NON_BLOOM
6.03292,22.64,16827.56667,1.310126414,96.72693241,0.00215,0.5984,0.5439,3.361893584,2.821522442,311.2265682,NON_BLOOM,0.0545,1.62881,NON_BLOOM
1.62881,25.925,16669.39286,2.156649925,54.42043484,0.00005,0.855,0.7671,3.323862483,1.960169352,308.4481676,NON_BLOOM,0.0879,0.46933,NON_BLOOM
0.46933,28.865,16850.63333,3.09862201,48.36357576,0,0.7683,0.7243,3.359981683,2.411103943,270.0496155,NON_BLOOM,0.044,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.55467,
0.55467,31.28,17851.86207,3.444190923,105.1492858,0,0.7618,0.5704,3.490265704,1.970299082,454.2686791,NON_BLOOM,0.1914,0.75231,NON_BLOOM
0.75231,30.205,17816.36667,1.95903323,101.0239875,0.00001,0.4857,0.3297,3.521541521,0.908540114,419.796692,NON_BLOOM,0.156,1.31426,NON_BLOOM
1.31426,27.035,17320.86207,0.143190068,-121.6673662,0.00008,0.6531,0.5551,3.522826236,1.525471011,343.6907898,NON_BLOOM,0.098,3.34986,NON_BLOOM
3.34986,24.64,17007.13333,0.6975472,-41.65220905,0.00004,0.635,0.617,3.541855093,2.58926416,319.7200854,NON_BLOOM,0.018,2.21511,NON_BLOOM
2.21511,23.345,17017.31034,1.328572571,27.68422413,0.00041,0.6987,0.6452,3.446121889,3.163931384,364.5384383,NON_BLOOM,0.0535,5.3333,NON_BLOOM
5.3333,23.015,16968.11111,1.857473494,64.57407476,0.00017,0.5287,0.4515,3.331199187,3.22426822,374.6013162,NON_BLOOM,0.0772,1.42481,NON_BLOOM
1.42481,23.215,17003.07143,0.745528884,67.58630985,0.00151,0.6174,0.5029,3.264431633,2.610092192,304.655674,NON_BLOOM,0.1145,1.52048,NON_BLOOM
1.52048,25.705,17022.55172,3.450543515,34.0997698,0,0.884,0.7572,3.274091053,1.476933055,119.4988797,NON_BLOOM,0.1268,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.10865,
1.10865,32.355,17865.46667,2.921370824,99.17393972,0,0.39,0.4665,3.382201268,3.249399517,316.6627107,NON_BLOOM,-0.0765,0.85734,NON_BLOOM
0.85734,32.375,18009.17857,2.17881318,98.71319631,0.00001,0.372,0.3832,3.494053356,2.43468855,412.8291509,NON_BLOOM,-0.0112,0.77451,NON_BLOOM
0.77451,31.02,17890.03333,2.11574447,97.74737189,0.00002,0.3525,0.2998,3.550354051,1.452249452,413.9537613,NON_BLOOM,0.0527,0.97616,NON_BLOOM
0.97616,28.485,17157,1.136265269,167.9900897,0.00183,0.3479,0.3578,3.549432173,1.373294902,377.0351522,NON_BLOOM,-0.0099,1.34761,NON_BLOOM
1.34761,25.81,17053.06667,1.525930658,-105.8971972,0.00028,0.5409,0.6548,3.475280564,2.394606352,380.6499662,NON_BLOOM,-0.1139,2.50326,NON_BLOOM
2.50326,23.475,17114.96667,1.799592003,10.2048168,0.00098,0.7583,0.6749,3.461097991,3.357965654,410.1346129,NON_BLOOM,0.0834,1.76487,NON_BLOOM
1.76487,23.32,17062.71429,2.230260099,20.6574245,0.00002,0.7598,0.5242,3.425659988,3.502645924,404.8701232,NON_BLOOM,0.2356,2.42178,NON_BLOOM
2.42178,23.77,17017.76667,2.197187802,60.67043066,0.00122,0.4338,0.361,3.364193502,2.885025996,304.781307,NON_BLOOM,0.0728,1.4478,NON_BLOOM
1.4478,25.02,16789.65517,3.703261717,35.63868831,0.00002,0.6731,0.6266,3.408635149,1.800937256,117.4929562,NON_BLOOM,0.0465,0.36965,NON_BLOOM
0.36965,27.37,16708.2,3.427273689,38.2303549,0,1.016,1.0303,3.411463594,1.453737759,152.1802218,NON_BLOOM,-0.0143,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.35795,
0.35795,32.895,17631.06667,2.242324346,109.1988621,0,0.4374,0.514,3.470517768,3.35967715,317.2071631,NON_BLOOM,-0.0766,0.38264,NON_BLOOM
0.38264,31.14,17806.81481,4.226131593,106.3673712,0,0.884,0.5379,3.353529546,2.709692479,407.5239178,NON_BLOOM,0.3461,0.68398,NON_BLOOM
0.68398,30.5,17933.32143,2.253412331,43.25308699,0.00001,0.5872,0.4338,3.315136896,1.734989593,424.4784165,NON_BLOOM,0.1534,0.98131,NON_BLOOM
0.98131,27.68,17735.44828,1.376915965,-144.617583,0.00001,0.6419,0.3576,3.308414435,1.640419154,288.2405119,NON_BLOOM,0.2843,3.43802,NON_BLOOM
3.43802,24.71,17605.06897,1.821823591,27.74150546,0.00002,0.6691,0.5783,3.374561983,2.777478873,181.2405722,NON_BLOOM,0.0908,1.5249,NON_BLOOM
1.5249,22.955,17417.31034,1.35466471,62.17951976,0.00268,0.5578,0.4854,3.430455787,3.555748476,163.2700094,NON_BLOOM,0.0724,1.22657,NON_BLOOM
1.22657,22.26,16992.09434,0.780949038,10.82130087,0.00246,0.7598,0.5926,3.550609176,3.47995979,309.0732761,NON_BLOOM,0.1672,10.11223,BLOOM
10.11223,23.545,16865.84483,1.185256163,22.4876384,0.0024,0.7267,0.5089,3.57076089,2.911740602,384.5591521,BLOOM,0.2178,1.20108,NON_BLOOM
1.20108,25.965,16767.43396,2.296378311,37.38670695,0,0.9952,0.8104,3.52588826,1.853697694,372.9194682,NON_BLOOM,0.1848,0.73208,NON_BLOOM
0.73208,29.245,16810.33962,2.937427454,30.54265616,0,0.8457,0.8582,3.555702579,2.329220184,319.7394211,NON_BLOOM,-0.0125,0.72396,NON_BLOOM
0.72396,31.235,16941.68966,2.47622909,86.28796986,0,0.5467,0.5462,3.64603578,3.344592339,215.5003254,NON_BLOOM,0.0005,1.20054,NON_BLOOM
1.20054,32.67,17149.34483,3.45915257,113.8901903,0,0.4578,0.4414,3.73150048,3.855276327,126.8161887,NON_BLOOM,0.0164,1.04138,NON_BLOOM
1.04138,32.61,17606.7451,3.330916399,112.2906042,0,0.667,0.6428,3.700410521,3.421882604,288.2611625,NON_BLOOM,0.0242,0.58425,NON_BLOOM
0.58425,32.415,17680.15385,1.692654799,107.3803973,0,0.4285,0.4039,3.80929975,2.425321285,363.8409789,NON_BLOOM,0.0246,0.99712,NON_BLOOM
0.99712,30.19,17760.29268,1.547294467,68.30533987,0,0.5837,0.3663,3.793156301,1.306545753,373.642163,NON_BLOOM,0.2174,3.57167,NON_BLOOM
3.57167,27.2,17764.21429,0.854235739,80.36135014,0.00006,0.6078,0.4341,3.798390193,1.93724389,320.0246272,NON_BLOOM,0.1737,5.95119,NON_BLOOM
5.95119,24.045,17523.73333,1.565744994,-134.7613318,0.0007,0.7985,0.7626,3.849279762,3.239989712,210.4807639,NON_BLOOM,0.0359,3.68964,NON_BLOOM
3.68964,22.88,17386.06667,2.702380212,8.46305894,0.00007,0.6317,0.6106,3.857293416,3.823994058,134.3290785,NON_BLOOM,0.0211,1.45761,NON_BLOOM
1.45761,22.63,16546.03704,1.477574374,36.59774895,0.00029,0.6284,0.5037,3.813678688,3.723350865,423.1619082,NON_BLOOM,0.1247,1.78845,NON_BLOOM
1.78845,23.95,16595.18519,2.703531797,40.82325251,0.00001,0.8349,0.539,3.776727231,2.700877044,506.8948852,NON_BLOOM,0.2959,2.28328,NON_BLOOM
2.28328,26.44,16667.85714,3.177946468,45.82999532,0.00001,0.8771,0.7094,3.75847921,1.716630461,491.383634,NON_BLOOM,0.1677,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.8905,
0.8905,30.995,17501.55507,0.964612114,78.87112752,0.00011,0.5387,0.3363,3.382679612,1.1956925,350.7398344,NON_BLOOM,0.2024,4.10938,NON_BLOOM
4.10938,26.85,17187.82692,0.032543689,-89.13140032,0.00129,0.596,0.4247,3.387217675,1.666561872,269.1801661,NON_BLOOM,0.1713,7.46212,NON_BLOOM
7.46212,25.3,16815.07917,0.91359651,22.46130651,0.00004,0.5949,0.4624,3.295926358,2.531514698,331.2526057,NON_BLOOM,0.1325,3.32393,NON_BLOOM
3.32393,23.785,16668.33054,2.247751655,42.95908357,0.00003,0.5591,0.5415,3.194914226,3.15212197,422.4196024,NON_BLOOM,0.0176,1.42801,NON_BLOOM
1.42801,22.99,16736.43981,0.958520325,65.25516235,0.00307,0.6288,0.6585,3.148357018,3.183364856,337.21446,NON_BLOOM,-0.0297,1.73936,NON_BLOOM
1.73936,22.44,16758.68333,1.764147103,27.050861,0.00151,0.5762,0.5284,3.322939289,2.903853283,300.0984265,NON_BLOOM,0.0478,1.83246,NON_BLOOM
1.83246,24.925,16778.99569,2.277327667,38.20616943,0.00155,1.2059,1.0785,3.393452642,1.488513427,168.6419904,NON_BLOOM,0.1274,1.64261,NON_BLOOM
1.64261,27.69,16891.42678,2.487188296,47.07144661,0,1.0912,1.1018,3.387266674,1.733437497,68.68868452,NON_BLOOM,-0.0106,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.36547,
0.36547,31.7,17091.20417,3.312150018,110.9224986,0,0.8296,0.6494,3.551008146,3.716829593,118.1083787,NON_BLOOM,0.1802,0.68474,NON_BLOOM
0.68474,31.79,17313.15086,3.111246508,108.1755902,0,0.7322,0.6148,3.622539395,2.712108139,167.3991311,NON_BLOOM,0.1174,0.90548,NON_BLOOM
0.90548,31.305,17406.04583,2.37739398,103.6069128,0.00007,0.4957,0.3328,3.647109491,1.512274777,187.5871189,NON_BLOOM,0.1629,0.78585,NON_BLOOM
0.78585,27.99,16878.22414,2.041495768,-149.2536248,0.00105,0.3842,0.4095,3.638416456,1.401953994,190.2030516,NON_BLOOM,-0.0253,0.76772,NON_BLOOM
0.76772,25.5,16942.27917,1.216296852,-147.5363761,0.00626,0.8861,0.8625,3.627363884,2.465512821,193.0410234,NON_BLOOM,0.0236,1.1804,NON_BLOOM
1.1804,23.955,17027.825,0.689136187,-51.81642533,0.00628,1.0319,1.0133,3.611886242,3.124979555,190.5559765,NON_BLOOM,0.0186,1.12377,NON_BLOOM
1.12377,23.04,16953.375,1.418167915,55.93534286,0.00027,0.7689,0.6679,3.606323054,3.397174888,199.509004,NON_BLOOM,0.101,1.87974,NON_BLOOM
1.87974,23.63,16771.8875,1.289343558,76.50277808,0.00184,0.3811,0.243,3.470384225,2.911402392,199.1434143,NON_BLOOM,0.1381,4.61002,NON_BLOOM
4.61002,25.915,16748.36207,1.503860695,53.32142243,0.00059,1.0037,0.8962,3.409073982,1.675196506,99.86781804,NON_BLOOM,0.1075,0.89948,NON_BLOOM
0.89948,29.335,16864.50417,2.742061965,37.56967961,0.00001,0.8426,0.9214,3.426179516,2.096619137,100.1989228,NON_BLOOM,-0.0788,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.82949,
0.82949,32.91,17176.79741,0.893183532,84.44015234,0,0.4585,0.3952,3.760662319,2.623837441,139.8526501,NON_BLOOM,0.0633,1.10758,NON_BLOOM
1.10758,30.435,17670.67932,0.958351806,-140.8181981,0,0.5959,0.5333,3.712918023,1.442051249,265.4454032,NON_BLOOM,0.0626,0.81186,NON_BLOOM
0.81186,27.98,17343.5,1.310881793,132.8152312,0.00023,0.563,0.4107,3.713004993,1.849635099,247.798703,NON_BLOOM,0.1523,1.20889,NON_BLOOM
1.20889,25.685,16972.05833,1.978154102,-137.0984943,0.00026,0.5192,0.4836,3.701413863,2.839578534,242.6484592,NON_BLOOM,0.0356,1.65919,NON_BLOOM
1.65919,23.23,16982.65833,1.418779999,-96.26484744,0,0.9491,0.9675,3.778387254,3.705095215,243.1924608,NON_BLOOM,-0.0184,2.45533,NON_BLOOM
2.45533,23.415,16994.93981,1.886679241,36.00204464,0.00003,0.5017,0.3731,3.735841234,3.559624766,252.7603336,NON_BLOOM,0.1286,3.30239,NON_BLOOM
3.30239,24.055,16836.2,3.038244151,41.95734808,0,0.5179,0.478,3.692612064,2.632710897,285.5008194,NON_BLOOM,0.0399,1.69855,NON_BLOOM
1.69855,26.195,16791.96121,2.84458804,39.9685518,0,0.849,0.7156,3.677729971,1.696247492,177.0960603,NON_BLOOM,0.1334,0.34129,NON_BLOOM
0.34129,29.405,16835.56667,2.041200282,50.11561233,0.00014,0.6177,0.643,3.67923648,2.128486193,82.56612536,NON_BLOOM,-0.0253,0.41363,NON_BLOOM
0.41363,31.14,16876.02155,2.792110933,73.19643027,0,0.5311,0.6416,3.638430365,3.05079771,76.5689658,NON_BLOOM,-0.1105,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.76972,
0.76972,31.985,17322.49569,2.565885626,83.08860922,0.00001,0.5473,0.4975,3.446438656,2.265407279,181.7746929,NON_BLOOM,0.0498,0.77968,NON_BLOOM
0.77968,30.84,17670.425,1.679192893,114.5261953,0.00014,0.7984,0.3558,3.469887926,1.119307822,296.1457933,NON_BLOOM,0.4426,1.34766,NON_BLOOM
1.34766,28.22,17313.37931,1.203161041,176.977284,0.00019,0.6099,0.3982,3.468955975,1.49661493,272.8934616,NON_BLOOM,0.2117,0.92128,NON_BLOOM
0.92128,25.85,16876.67917,0.712605738,40.91516637,0.00116,0.6241,0.5919,3.458988567,2.500875541,272.7644792,NON_BLOOM,0.0322,2.55976,NON_BLOOM
2.55976,23.885,16915.18333,1.144895905,15.22444292,0.0066,0.7958,0.805,3.38311863,3.261614397,273.3829491,NON_BLOOM,-0.0092,8.60344,NON_BLOOM
8.60344,23.465,16944.94444,1.891545839,22.45022437,0.00014,0.5785,0.5361,3.377075802,3.260014592,287.450692,NON_BLOOM,0.0424,1.63371,NON_BLOOM
1.63371,24.915,16843.3,2.581654146,41.18464753,0,0.5978,0.5016,3.293380883,2.589178468,301.2930065,NON_BLOOM,0.0962,1.18202,NON_BLOOM
1.18202,27.905,16850.48276,3.040310872,38.81967892,0,0.8985,0.8827,3.230601939,1.832135973,163.1076259,NON_BLOOM,0.0158,0.46514,NON_BLOOM
0.46514,27.6,16881.82917,3.145387557,33.81080558,0,0.8737,0.8487,3.229699714,1.700202602,35.38600307,NON_BLOOM,0.025,0.49626,NON_BLOOM
0.49626,30.135,16956.96983,2.753896575,96.00766793,0,0.6264,0.5883,3.170250932,2.406902834,43.74979208,NON_BLOOM,0.0381,0.22806,NON_BLOOM
0.22806,31.355,17018.95417,5.421288082,114.1967403,0.00142,0.9677,0.7765,3.088050783,2.736125226,63.06250125,NON_BLOOM,0.1912,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.36731,
0.36731,30.7,17341.99167,1.649652699,75.27644809,0,0.4628,0.3016,2.821872501,1.306722203,145.9806342,NON_BLOOM,0.1612,0.95961,NON_BLOOM
0.95961,28.58,17216.75862,1.125277348,71.79330038,0.00013,0.4929,0.3895,2.825568865,0.967916218,130.5560547,NON_BLOOM,0.1034,1.14122,NON_BLOOM
1.14122,26.71,16950.25,1.631348887,-145.9627708,0.00117,0.6932,0.6713,2.778948486,1.737246384,131.9320051,NON_BLOOM,0.0219,1.30155,NON_BLOOM
1.30155,23.68,17087.47917,3.87335573,-139.2982024,0.00286,1.236,1.3201,2.805548322,2.76233358,126.0181761,NON_BLOOM,-0.0841,6.26184,NON_BLOOM
6.26184,23.08,16818.28704,1.989535274,50.0225816,0.00015,0.8077,0.6642,2.860284411,3.128093691,170.2472305,NON_BLOOM,0.1435,1.48644,NON_BLOOM
1.48644,24.6,16717.4625,2.445658354,52.37160092,0.00023,0.5463,0.4655,2.890583371,2.73299439,217.5634859,NON_BLOOM,0.0808,1.17669,NON_BLOOM
1.17669,25.085,16790.9181,3.823903289,40.81280257,0,0.953,0.7944,3.006220865,1.863456503,175.3262594,NON_BLOOM,0.1586,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.43045,
1.43045,23.225,17021.76667,0.957680775,95.87488067,0.00048,0.5683,0.5999,,,,NON_BLOOM,-0.0316,6.03613,NON_BLOOM
6.03613,22.91,17053.03571,8.137240026,-74.00080969,0,0.4196,0.3616,,,,NON_BLOOM,0.058,4.13393,NON_BLOOM
4.13393,24.335,16860.46667,2.931100569,32.17722775,0,0.5336,0.4719,,,,NON_BLOOM,0.0617,1.9511,NON_BLOOM
1.9511,25.39,16931.2069,4.049261473,20.20209379,0,0.8538,0.7255,,,,NON_BLOOM,0.1283,0.71129,NON_BLOOM
0.71129,27.49,16970.86667,3.53772378,49.13707338,0,0.7645,0.7418,,,,NON_BLOOM,0.0227,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.46626,
0.46626,30.15,17656.86207,4.103459272,100.3348537,0,0.7378,0.4547,,2.138291114,240.3645419,NON_BLOOM,0.2831,0.65669,NON_BLOOM
0.65669,29.995,17830.16667,3.040111273,93.86633768,0,0.5766,0.3335,,1.256852606,313.3345837,NON_BLOOM,0.2431,1.22545,NON_BLOOM
1.22545,28.265,17495.62069,1.826625705,51.58676862,0.00015,0.4316,0.2541,,1.003996182,274.2630813,NON_BLOOM,0.1775,1.16998,NON_BLOOM
1.16998,25.135,17366.43333,1.243880387,105.1147021,0.00269,0.5234,0.477,2.99610937,2.129880017,230.9934956,NON_BLOOM,0.0464,1.60483,NON_BLOOM
1.60483,22.935,17187.66667,0.543034436,-73.66234237,0.00178,0.9306,0.9332,3.031066547,2.932971569,234.1297857,NON_BLOOM,-0.0026,6.08172,NON_BLOOM
6.08172,22.045,17101.85185,1.07640171,-61.12003941,0.00281,0.8233,0.7297,3.145748454,3.241260579,253.568155,NON_BLOOM,0.0936,2.20938,NON_BLOOM
2.20938,23.12,16846.7,2.230355327,12.76776091,0.00041,0.5787,0.5087,3.258841899,2.937873971,311.1765562,NON_BLOOM,0.07,3.45458,NON_BLOOM
3.45458,25.225,16813.03448,2.324512096,48.51813072,0,0.7738,0.6486,3.267014437,2.060425556,249.7530936,NON_BLOOM,0.1252,1.259,NON_BLOOM
1.259,27.945,16899.53333,1.686563411,72.20895316,0,0.805,0.7061,3.272331902,1.96292812,200.290037,NON_BLOOM,0.0989,0.29024,NON_BLOOM
0.29024,30.99,17087.51724,2.052539653,82.64797077,0,0.7083,0.613,3.348460675,3.169730097,142.0834174,NON_BLOOM,0.0953,1.71216,NON_BLOOM
1.71216,32.235,17447.4,2.15482329,100.6311605,0,0.5532,0.5912,3.433867677,3.806641856,216.1578492,NON_BLOOM,-0.038,0.87252,NON_BLOOM
0.87252,32.505,17556.36667,3.403772742,96.61192588,0,0.4629,0.4288,3.584757929,3.558909009,293.0825206,NON_BLOOM,0.0341,1.09701,NON_BLOOM
1.09701,31.74,17741.72414,3.441936378,93.30798601,0,0.538,0.468,3.705917261,2.653090441,345.0700711,NON_BLOOM,0.07,0.70094,NON_BLOOM
0.70094,30.12,17743.16667,2.958320446,81.72224001,0,0.5016,0.3111,3.712585203,1.549695535,318.4318651,NON_BLOOM,0.1905,4.09156,NON_BLOOM
4.09156,27.655,17741.51724,1.639840173,83.55057838,0.00001,0.5833,0.4013,3.708515258,1.643490738,236.3457174,NON_BLOOM,0.182,1.81367,NON_BLOOM
1.81367,25.675,17556.73333,0.559055116,89.1895655,0.00042,0.5345,0.403,3.681050858,2.533643073,116.7973682,NON_BLOOM,0.1315,1.84279,NON_BLOOM
1.84279,23.325,17215.5,0.824609791,16.78086081,0.00011,0.9875,1.0293,3.640489894,3.28220539,187.9221019,NON_BLOOM,-0.0418,3.02985,NON_BLOOM
3.02985,23.565,16968.66667,1.098924955,21.29267181,0.00026,0.5959,0.4429,3.463128002,3.154109313,300.6069054,NON_BLOOM,0.153,2.96543,NON_BLOOM
2.96543,23.02,16783.33333,2.275305472,23.18783496,0.00079,0.5165,0.3448,3.47458111,2.602008839,372.7908804,NON_BLOOM,0.1717,2.44964,NON_BLOOM
2.44964,25.515,16742.58621,2.838411972,33.608126,0,0.7601,0.7905,3.457321037,1.648068946,376.6012434,NON_BLOOM,-0.0304,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.58269,
0.58269,31.565,17990.76667,3.483242189,119.1357471,0,0.5733,0.5628,3.305367688,3.266505098,449.5334378,NON_BLOOM,0.0105,0.8461,NON_BLOOM
0.8461,31.785,17863.48276,3.672723611,98.07948254,0,0.6,0.4186,3.309859928,2.255220641,480.0061306,NON_BLOOM,0.1814,1.0753,NON_BLOOM
1.0753,30.815,17969.96667,3.029614622,77.00957104,0,0.4999,0.4764,3.355676161,0.99291553,444.2601184,NON_BLOOM,0.0235,1.3615,NON_BLOOM
1.3615,27.71,17958.2069,2.263786647,48.70362291,0.00038,0.5463,0.4391,3.355430585,1.393976377,354.9577746,NON_BLOOM,0.1072,1.81084,NON_BLOOM
1.81084,23.895,17293.53333,0.990664509,125.240512,0.00196,0.9076,0.9759,3.485759796,2.883328155,268.4834381,NON_BLOOM,-0.0683,1.5599,NON_BLOOM
1.5599,22.495,17007.96667,1.633189948,-89.24403253,0.00082,0.9232,0.7957,3.579190119,3.701083644,385.7253577,NON_BLOOM,0.1275,3.02922,NON_BLOOM
3.02922,22.29,16872.85185,2.421315988,-27.21207895,0.00051,0.6087,0.4663,3.715134494,3.841976126,454.7507476,NON_BLOOM,0.1424,3.26207,NON_BLOOM
3.26207,22.92,16848.4,1.903633777,31.83754075,0.00008,0.5102,0.3513,3.725363797,3.170758869,474.3449212,NON_BLOOM,0.1589,1.56581,NON_BLOOM
1.56581,24.965,16787.17241,2.847523424,56.27312525,0.00001,0.6916,0.6368,3.753182723,1.873022105,406.3030385,NON_BLOOM,0.0548,0.48146,NON_BLOOM
0.48146,28.935,16878.1,1.926504898,49.83281249,0,0.8585,0.7401,3.756425306,2.283163011,167.9822471,NON_BLOOM,0.1184,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.92857,
0.92857,32.12,17647.75862,3.4945036,98.85836028,0,0.4411,0.3244,3.866845721,2.578768144,346.8532172,NON_BLOOM,0.1167,0.70403,NON_BLOOM
0.70403,29.745,17901.7,2.121574578,102.0545603,0,0.5184,0.3827,3.803265501,1.243943383,403.0051254,NON_BLOOM,0.1357,1.46319,NON_BLOOM
1.46319,27.51,17941.96552,2.449189991,18.01304564,0.00006,0.4873,0.4168,3.802750558,1.670126409,401.8602043,NON_BLOOM,0.0705,1.20683,NON_BLOOM
1.20683,25.42,17580.76667,1.143321994,77.70012009,0.00019,0.4792,0.3985,3.704904478,2.577334972,269.8419027,NON_BLOOM,0.0807,1.34,NON_BLOOM
1.34,22.59,17181.26667,0.778964669,-172.0822893,0.00474,0.9062,0.9173,3.694049175,3.490267122,251.6155485,NON_BLOOM,-0.0111,9.10187,NON_BLOOM
9.10187,21.785,16980.25,1.967688871,-76.29417884,0.00003,1.0305,0.9309,3.756862864,3.692682704,353.0061558,NON_BLOOM,0.0996,2.69195,NON_BLOOM
2.69195,22.75,16687.46667,2.176634053,-3.759283458,0,0.5832,0.4372,3.774675736,2.892279474,466.757178,NON_BLOOM,0.146,0.76127,NON_BLOOM
0.76127,25.255,16792.55172,2.53457102,23.27488256,0,0.7831,0.7333,3.758860897,2.003427618,442.0838521,NON_BLOOM,0.0498,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.62331,
0.62331,30.595,17388.06897,2.524761538,77.409765,0,0.3899,0.433,3.36814355,2.125660682,188.2823219,NON_BLOOM,-0.0431,8.61061,NON_BLOOM
